"Submit Customer Cart Items Data to Worldline","Gegevens van klantwinkelwagenitems indienen bij Worldline"
"Submit","Indienen"
"Submit","Indienen"
"Successful! Test again?","Gelukt! Opnieuw testen?"
"Surcharging amount must not be less than zero.","Het toeslagbedrag mag niet lager zijn dan nul."
"Surcharging amount must not be more than remaining value.","Het toeslagbedrag mag niet meer zijn dan de restwaarde."
"Surcharging will allow you to ask an additional amount to your customer based on the card used. Note that this feature will only work in Australia.","Met een toeslag kunt u een extra bedrag vragen aan uw klant op basis van de gebruikte kaart. Houd er rekening mee dat deze functie alleen in Australië werkt."
"Surcharging","Toeslagen"
"Test Connection","Verbinding testen"
"Test","Test"
"Testing API URL","URL van test-API"
"Thank you for your order %1.","Bedankt voor je bestelling %1."
"The cart isn't active.","The cart is not active."
"The current customer isn't authorized.","De huidige klant is niet geautoriseerd."
"The identifier of your Worldline account","De identificatiecode van uw Worldline-account"
"The latest version of the plugin is %1. Check for any updates.","De laatste versie van de plugin is %1. Controleer of er updates zijn."
"The payment has failed, please, try again","De betaling is mislukt, probeer het opnieuw"
"This option should not be turned off if the merchant is based in a EU country","Deze optie moet niet worden uitgeschakeld als de handelaar in een EU-land is gevestigd"
"This URL must be specified in the worldline admin panel","Deze URL moet worden opgegeven in het WorldLine-beheervenster"
"This URL must be specified in the Worldline admin panel","Deze URL moet worden opgegeven in het WorldLine-beheervenster"
"Title","Titel"
"To retrieve the webhooks credentials, login to the Worldline Back Office.","Als u de webhooks-gegevens wilt ophalen, meldt u zich aan bij het Worldline Back Office."
"Trigger an Authentication for Every Payment","Activeer een Authenticatie voor Elke Betaling"
"Use system value","Gebruik systeemwaarde"
"Visa","Visa"
"Visit our support site","Bezoek onze ondersteuningssite"
"Waiting for payment confirmation","Wachten op betalingsbevestiging"
"Waiting Time","Wachttijd"
"Webhook URL","URL Webhooks"
"Webhook","Webhook"
"With a test account, you can develop your website and irrigate our payment system at your own pace. In our test environment, you perform test transactions with the confidence and peace of mind that no transaction is actually going to go through.","Met een testaccount kunt u in uw eigen tempo uw website ontwikkelen en ons betalingssysteem bevloeien. In onze testomgeving voert u testtransacties uit met het vertrouwen en de gemoedsrust dat er in werkelijkheid geen enkele transactie doorgaat."
"With decades of experience and experts who are specialized in every field, Worldline offers the ideal solution for your company. As a leading innovator, we support the latest payment technology and we can answer all your questions related to your business activities.","Met tientallen jaren ervaring en experts die op elk gebied gespecialiseerd zijn, biedt Worldline de ideale oplossing voor uw bedrijf. Als toonaangevende innovator ondersteunen we de nieuwste betalingstechnologieën en kunnen we al uw vragen met betrekking tot uw bedrijfsactiviteiten beantwoorden."
"Worldline Online Payments configuration is located under the dedicated configuration section.","De Worldline Online Payments-configuratie bevindt zich in het speciale configuratiegedeelte."
"Worldline online payments version %1","Worldline online betalingen versie %1"
"Worldline Online Payments","Worldline Online Payments"
"WorldLine refund has failed. Please contact the provider.","Restitutie door WorldLine is mislukt. Neem contact op met de provider."
"Yes","Ja"
"Your company name","Je bedrijfsnaam"
"Your order is still being processed and you will receive a confirmation e-mail.","Uw bestelling wordt nog verwerkt en u ontvangt een bevestigingsmail."
"Your payment couldn't be completed, please try again","Uw betaling kon niet worden voltooid, probeer het opnieuw"
"Your payment is being processed","Uw betaling wordt verwerkt"
Authentication status,Authenticatiestatus
Exemption,Vrijstelling
Liability,Aansprakelijkheid
Result,Resultaat
"There are some cases when an order can not be created after a successful payment. E.g. if there is 1 product and several customers are trying to buy it. For the first buyer, the order will be created, and the rest will receive a refund (if the setting is set to yes) as the item is out of stock already.","Er zijn enkele gevallen waarin een bestelling niet kan worden aangemaakt na een succesvolle betaling. Bijv. als er 1 product is en meerdere klanten proberen het te kopen. Voor de eerste koper wordt de bestelling aangemaakt en krijgt de rest een terugbetaling (als de instelling op ja staat) omdat het artikel al niet op voorraad is."
"Enable Auto Refund If Order Creation Is Failed","Schakel automatische terugbetaling in als het maken van een bestelling is mislukt"
"Sender","Afzender"
"Enable","Inschakelen"
"Recipient","Ontvanger"
"Payment Refused Email Template","Betaling geweigerd e-mailsjabloon"
"Failed Orders Notification","Melding mislukte bestellingen"
"Auto Refund For Out Of Stock Orders","Melding mislukte bestellingen"
"Enable this option in order to be informed when an order could not be created. This can happen for instance when an item is out of stock.","Schakel deze optie in om op de hoogte te worden gehouden wanneer een bestelling niet kan worden aangemaakt. Dit kan bijvoorbeeld gebeuren wanneer een artikel niet op voorraad is."
"Enable Sending Payment Refused Emails","Schakel het verzenden van e-mails met geweigerde betaling in"
"With a test account, safely perform test transactions to validate your payments integration with Worldline, giving you confidence that everything is working as expected before going Live.","Voer met een testaccount veilig testtransacties uit om uw betalingsintegratie met Worldline te valideren, zodat u erop kunt vertrouwen dat alles werkt zoals verwacht voordat u live gaat."
"Ready to go Live?","Klaar om live te gaan?"
"Get in touch with our sales team to create a Live account.","Neem contact op met ons verkoopteam om een Live-account aan te maken."
"Check our documentation","Bekijk onze documentatie"
"Browse our Magento documentation.","Blader door onze Magento-documentatie."
"Check our Magento doc","Bekijk ons Magento-document"
"Browse our support site to keep up to date with the latest features and payment trends.","Blader door onze ondersteuningssite om op de hoogte te blijven van de nieuwste functies en betalingstrends."
"Check our support site","Bekijk onze ondersteuningssite"
"Are you encountering issues? You have questions about our plugin or other Worldline products?","Loopt u tegen problemen aan? Heb je vragen over onze plug-in of andere producten van Worldline?"
"Contact our support team","Neem contact op met ons ondersteuningsteam"
"Feel we could do better with our Magento plugin?","Denk je dat we het beter kunnen doen met onze Magento-plug-in?"
"Suggest a new feature","Stel een nieuwe functie voor"
"Currently installed version of the Worldline Online Payments plugin is <b>%1</b>","De momenteel geïnstalleerde versie van de plug-in Worldline Online Payments is <b>%1</b>"
"The latest version of the plugin is <b>%1</b>.","De nieuwste versie van de plug-in is <b>%1</b>."
"Check latest updates","Controleer de laatste updates"
"Refund Refused Notifications","Terugbetaling geweigerde meldingen"
"Enable receiving emails in case your credit memo (refund) gets rejected by your acquirer.","Schakel het ontvangen van e-mails in voor het geval uw creditnota (terugbetaling) wordt afgewezen door uw acquirer."
"Comma-separated.","Kommagescheiden."
"Settings & Notifications","Instellingen en meldingen"
"Email Template","Email sjabloon"
"Email Copy To","E-mail kopiëren naar"
"Payment Refused Notifications","Meldingen over geweigerde betaling"
"Payment Refused Notifications","Meldingen over mislukte bestellingen"
"Vault Title","Titel van de kluis"
"Debug Logs","Debug-logs"
"Worldline Request Logs","Logboeken van Worldline-aanvragen"
"Webhooks","Webhooks"
"Log mode","Logmodus"
"Log Webhooks","Webhooks registreren"
"Download Debug Log","Download het foutopsporingslogboek"
"Erase Debug Log","Wis het foutopsporingslogboek"
"Request Log Grid","Lograster aanvragen"
"Webhook Grid","Webhook-raster"
"Logging Records Lifetime (Days)","Levensduur van logboekregistratie (dagen)"
"Log all requests","Registreer alle verzoeken"
"Log error requests only","Alleen foutverzoeken registreren"
"Copy","Kopiëren"
"Test Connection & Save Credentials","Verbinding testen en inloggegevens opslaan"
"To retrieve webhooks credentials, login to the Worldline Back Office","Om webhooksgegevens op te halen, logt u in op de Worldline Back Office"
"Defines for how long our systems will fetch automatically information from Worldline to retrieve the latest payment status.","Bepaalt hoe lang onze systemen automatisch informatie van Worldline ophalen om de laatste betalingsstatus op te halen."
"Defines after how long our systems will fetch automatically information from Worldline to retrieve the latest payment status.","Bepaalt na hoelang onze systemen automatisch informatie van Worldline ophalen om de laatste betalingsstatus op te halen."
"Default value: every minute. <a href='http://crontab.guru/' target='_blank'>Need help?</a>","Standaardwaarde: elke minuut. <a href='http://crontab.guru/' target='_blank'>Hulp nodig?</a>"
"Enable Email To Customer","E-mail naar klant inschakelen"
"Email To Customer Sender","E-mail naar afzender van klant"
"Email To Customer Template","E-mail naar klantsjabloon"
"When an automatic refund is issued due to out-of-stock item(s), you can choose to activate this option which will trigger an email notification to be sent to your customer.","Wanneer er een automatische terugbetaling wordt uitgegeven vanwege artikel(en) die niet op voorraad zijn, kunt u ervoor kiezen deze optie te activeren, wat een e-mailmelding zal activeren die naar uw klant wordt gestuurd."
"Your order %reserved_order_id has been refunded","Uw bestelling %reserved_order_id is terugbetaald"
"You recently made a payment for order %reserved_order_id. Your payment was refunded due to a lack of stock on one or more items.","U heeft onlangs een betaling gedaan voor bestelling %reserved_order_id. Uw betaling is terugbetaald vanwege een gebrek aan voorraad op één of meerdere items."
"Dear %customer_name,","Beste %customer_name,"
"Failed Orders Notifications","Mislukte bestellingen meldingen"
"New feature suggestion for Magento","Suggestie voor nieuwe functies voor Magento"
"Contact email","Contact email"
"Leave your email address in case we need to get back to you for more information","Laat uw e-mailadres achter voor het geval we contact met u opnemen voor meer informatie"
"Exempt transactions from 3DS","Transacties vrijgesteld van 3DS"
"By enabling the 3DS Exemption, you allow the card issuer and your acquirer to evaluate the risk level of transactions up to the Exemption Limit you specify in EUR. If the criteria are met, your customers will be exempt from Strong Customer Authentication (SCA). If your acquirer rejects the exemption and requires SCA, this is referred to as a soft decline. In such cases, we will attempt to prompt the customer for SCA and reinitiate the transaction if the customer successfully authenticates.","Door de 3DS-vrijstelling in te schakelen, staat u de kaartuitgever en uw acquirer toe om het risiconiveau van transacties te evalueren tot aan de vrijstellingslimiet die u in EUR opgeeft. Als aan de criteria wordt voldaan, worden uw klanten vrijgesteld van Sterke Klantauthenticatie (SCA).Als uw acquirer de vrijstelling afwijst en SCA vereist, wordt dit een soft decline genoemd. In dergelijke gevallen zullen we proberen de klant te vragen om SCA en de transactie opnieuw starten als de klant succesvol authenticeert."
"Exemption type","Vrijstellingstype"
"The Low-Value exemption is suitable for transactions below the specified monetary threshold of 30 EUR, allowing these low-value transactions a change to bypass Strong Customer Authentication (SCA) and streamline the checkout process. On the other hand, the Transaction-Risk-Analysis exemption enables a dynamic risk assessment for your transactions. The card issuer and your acquirer will evaluate the transaction based on various risk factors, allowing transactions up to a limit of 100 EUR to qualify for exemption if they are deemed low risk. Make your selection carefully to optimize the balance between customer experience and security for your transactions.","De Low-Value vrijstelling is geschikt voor transacties onder de gespecificeerde monetaire drempel van 30 EUR, waardoor deze transacties van lage waarde de Sterke Klantauthenticatie (SCA) kunnen omzeilen en het afrekenproces kunnen stroomlijnen.Aan de andere kant maakt de Transaction-Risk-Analysis vrijstelling een dynamische risicobeoordeling mogelijk voor uw transacties. De kaartuitgever en uw acquirer zullen de transactie evalueren op basis van verschillende risicofactoren, waardoor transacties tot een limiet van 100 EUR in aanmerking komen voor vrijstelling als ze als laag risico worden beschouwd.Maak uw keuze zorgvuldig om de balans tussen klantervaring en veiligheid voor uw transacties te optimaliseren."
"Exemption limit","Vrijstellingslimiet"
"Please select the exemption type.","Selecteer het vrijstellingstype."
"The exemption limit is specified in EUR. Therefore, if the checkout currency is not in EUR, the conversion will depend on the exchange rate to EUR. It is essential to have EUR configured in your environment, and to ensure accurate conversions, please keep your exchange rates updated. If EUR is not configured, the 3DS exemption will not be applied, and the transaction will not have the exemption requested. Additional Note: PSD2 designates the EUR as the base currency for determining exemption limits for other currencies in the EEA. However, each region can decide to adapt these limits, and regions outside the EEA may also support exemption requests. Due to these complexities, we cannot guarantee that the exemption request will be considered by the issuer or your acquirer.","De vrijstellingslimiet wordt gespecificeerd in EUR. Als de betalingsvaluta niet in EUR is, zal de conversie afhangen van de wisselkoers naar EUR. Het is essentieel om EUR geconfigureerd te hebben in uw omgeving, en om nauwkeurige conversies te garanderen, houd uw wisselkoersen up-to-date.Als EUR niet is geconfigureerd, wordt de 3DS-vrijstelling niet toegepast en heeft de transactie niet de gevraagde vrijstelling.Aanvullende opmerking: PSD2 wijst de EUR aan als de basisvaluta voor het bepalen van vrijstellingslimieten voor andere valuta in de EER. Echter, elke regio kan beslissen om deze limieten aan te passen, en regio's buiten de EER kunnen ook vrijstellingsverzoeken ondersteunen. Vanwege deze complexiteit kunnen we niet garanderen dat het vrijstellingsverzoek in overweging wordt genomen door de uitgever of uw acquirer."
"Please enter the amount limit (0 to 30 EUR).","Voer de bedraglimiet in (0 tot 30 EUR)."
"Please enter the amount limit (0 to 100 EUR).","Voer de bedraglimiet in (0 tot 100 EUR)."
